,Unnamed: 0,service_id,category,subcategory,service_name,description,professional_required,priority_level,priority
179,272,273,AUTRES SERVICES,SPECIALISTES DE L'AMENAGEMENT,SPECIALISTES DE L'AMENAGEMENT,SERVICE DE SPECIALISTES DE L'AMENAGEMENT PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SPECIALISTES DE L'AMENAGEMENT,NON PRIORITAIRE,NON PRIORITAIRE
180,30,31,AUTRES SERVICES,SPECILALISTE DES VITRES,SPECILALISTE DES VITRES,SERVICE DE SPECILALISTE DES VITRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SPECILALISTE DES VITRES,NON PRIORITAIRE,NON PRIORITAIRE
181,190,191,AUTRES SERVICES,SUIVI NUTRITIONNEL,SUIVI NUTRITIONNEL,SERVICE DE SUIVI NUTRITIONNEL PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SUIVI NUTRITIONNEL,NON PRIORITAIRE,NON PRIORITAIRE
182,104,105,AUTRES SERVICES,SUIVI PSYCHOLOGIQUE,SUIVI PSYCHOLOGIQUE,SERVICE DE SUIVI PSYCHOLOGIQUE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SUIVI PSYCHOLOGIQUE,NON PRIORITAIRE,NON PRIORITAIRE
183,188,189,AUTRES SERVICES,SEANCES DE FITNESS PERSONNALISES,SEANCES DE FITNESS PERSONNALISES,SERVICE DE SEANCES DE FITNESS PERSONNALISES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SEANCES DE FITNESS PERSONNALISES,NON PRIORITAIRE,NON PRIORITAIRE
184,38,39,AUTRES SERVICES,TAILLE DE FORMATION ET D'ENTRETIEN,TAILLE DE FORMATION ET D'ENTRETIEN,SERVICE DE TAILLE DE FORMATION ET D'ENTRETIEN PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TAILLE DE FORMATION ET D'ENTRETIEN,NON PRIORITAIRE,NON PRIORITAIRE
185,86,87,AUTRES SERVICES,TECHNICIEN FROID,TECHNICIEN FROID,SERVICE DE TECHNICIEN FROID PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TECHNICIEN FROID,NON PRIORITAIRE,NON PRIORITAIRE
187,215,216,AUTRES SERVICES,TRANSPORTEURS,TRANSPORTEURS,SERVICE DE TRANSPORTEURS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORTEURS,PRIORITAIRE,PRIORITAIRE
189,199,200,AUTRES SERVICES,TRANSPOT MEDICAL NON URGENT,TRANSPOT MEDICAL NON URGENT,SERVICE DE TRANSPOT MEDICAL NON URGENT PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPOT MEDICAL NON URGENT,NON PRIORITAIRE,NON PRIORITAIRE
190,103,104,AUTRES SERVICES,TUTORAT DANS UNE MATIERE SPECIFIQUE,TUTORAT DANS UNE MATIERE SPECIFIQUE,SERVICE DE TUTORAT DANS UNE MATIERE SPECIFIQUE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TUTORAT DANS UNE MATIERE SPECIFIQUE,NON PRIORITAIRE,NON PRIORITAIRE
191,43,44,AUTRES SERVICES,UTILISATION DE DESHERBANTS ECOLOGIQUES,UTILISATION DE DESHERBANTS ECOLOGIQUES,SERVICE DE UTILISATION DE DESHERBANTS ECOLOGIQUES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN UTILISATION DE DESHERBANTS ECOLOGIQUES,NON PRIORITAIRE,NON PRIORITAIRE
192,124,125,AUTRES SERVICES,UTILISATION DE FAUTEUILS ROULANTS ET DEAMBULATEURS,UTILISATION DE FAUTEUILS ROULANTS ET DEAMBULATEURS,SERVICE DE UTILISATION DE FAUTEUILS ROULANTS ET DEAMBULATEURS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN UTILISATION DE FAUTEUILS ROULANTS ET DEAMBULATEURS,NON PRIORITAIRE,NON PRIORITAIRE
193,20,21,AUTRES SERVICES,UTILISATION DE PRODUITS ANTI-TRACES,UTILISATION DE PRODUITS ANTI-TRACES,SERVICE DE UTILISATION DE PRODUITS ANTI-TRACES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN UTILISATION DE PRODUITS ANTI-TRACES,NON PRIORITAIRE,NON PRIORITAIRE
194,161,162,AUTRES SERVICES,UTILISATION DES RESEAUX SOCIAUX,UTILISATION DES RESEAUX SOCIAUX,SERVICE DE UTILISATION DES RESEAUX SOCIAUX PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN UTILISATION DES RESEAUX SOCIAUX,NON PRIORITAIRE,NON PRIORITAIRE
195,77,78,AUTRES SERVICES,VERRE ET MIROIRS,VERRE ET MIROIRS,SERVICE DE VERRE ET MIROIRS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN VERRE ET MIROIRS,NON PRIORITAIRE,NON PRIORITAIRE
196,47,48,AUTRES SERVICES,CREATION DE MASSIFS,CREATION DE MASSIFS,SERVICE DE CREATION DE MASSIFS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN CREATION DE MASSIFS,NON PRIORITAIRE,NON PRIORITAIRE
197,24,25,AUTRES SERVICES,ENLEVEMENT DE FERRAILLE,ENLEVEMENT DE FERRAILLE,SERVICE DE ENLEVEMENT DE FERRAILLE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ENLEVEMENT DE FERRAILLE,NON PRIORITAIRE,NON PRIORITAIRE
198,23,24,AUTRES SERVICES,TAPISMOQUETTE,TAPISMOQUETTE,SERVICE DE TAPISMOQUETTE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TAPISMOQUETTE,NON PRIORITAIRE,NON PRIORITAIRE
199,175,176,BIEN-ETRE ET BEAUTE,COIFFURE A DOMICILE,COIFFURE A DOMICILE,SERVICE DE COIFFURE À DOMICILE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN COIFFURE À DOMICILE,PRIORITAIRE,PRIORITAIRE
200,176,177,BIEN-ETRE ET BEAUTE,COUPE ET COIFFURE,COUPE ET COIFFURE,SERVICE DE COUPE ET COIFFURE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN COUPE ET COIFFURE,PRIORITAIRE,PRIORITAIRE
201,180,181,BIEN-ETRE ET BEAUTE,MANUCURE ET PEDICURE,MANUCURE ET PEDICURE,SERVICE DE MANUCURE ET PEDICURE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MANUCURE ET PEDICURE,NON PRIORITAIRE,NON PRIORITAIRE
202,171,172,BIEN-ETRE ET BEAUTE,MAQUILLAGE A DOMICILE,MAQUILLAGE A DOMICILE,SERVICE DE MAQUILLAGE À DOMICILE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MAQUILLAGE À DOMICILE,NON PRIORITAIRE,NON PRIORITAIRE
203,183,184,BIEN-ETRE ET BEAUTE,MASSAGE,MASSAGE,SERVICE DE MASSAGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MASSAGE,NON PRIORITAIRE,NON PRIORITAIRE
204,184,185,BIEN-ETRE ET BEAUTE,MASSAGE RELAXANT,MASSAGE RELAXANT,SERVICE DE MASSAGE RELAXANT PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MASSAGE RELAXANT,NON PRIORITAIRE,NON PRIORITAIRE
205,185,186,BIEN-ETRE ET BEAUTE,MASSAGE THERAPEUTIQUE,MASSAGE THERAPEUTIQUE,SERVICE DE MASSAGE THERAPEUTIQUE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MASSAGE THERAPEUTIQUE,NON PRIORITAIRE,NON PRIORITAIRE
206,178,179,BIEN-ETRE ET BEAUTE,SOINS CAPILLAIRES,SOINS CAPILLAIRES,SERVICE DE SOINS CAPILLAIRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SOINS CAPILLAIRES,NON PRIORITAIRE,NON PRIORITAIRE
207,181,182,BIEN-ETRE ET BEAUTE,SOINS DU VISAGE,SOINS DU VISAGE,SERVICE DE SOINS DU VISAGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SOINS DU VISAGE,NON PRIORITAIRE,NON PRIORITAIRE
208,179,180,BIEN-ETRE ET BEAUTE,SOINS ESTHETIQUES,SOINS ESTHETIQUES,SERVICE DE SOINS ESTHETIQUES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SOINS ESTHETIQUES,NON PRIORITAIRE,NON PRIORITAIRE
209,60,61,BRICOLAGE ET PETITS TRAVAUX,ASSEMBLAGE DE MEUBLES EN KIT,ASSEMBLAGE DE MEUBLES EN KIT,SERVICE DE ASSEMBLAGE DE MEUBLES EN KIT PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ASSEMBLAGE DE MEUBLES EN KIT,NON PRIORITAIRE,NON PRIORITAIRE
210,67,68,BRICOLAGE ET PETITS TRAVAUX,ELECTRICITE,ELECTRICITE,SERVICE DE ELECTRICITE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ELECTRICITE,NON PRIORITAIRE,NON PRIORITAIRE
211,61,62,BRICOLAGE ET PETITS TRAVAUX,FIXATION MURALE DE MEUBLES,FIXATION MURALE DE MEUBLES,SERVICE DE FIXATION MURALE DE MEUBLES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN FIXATION MURALE DE MEUBLES,NON PRIORITAIRE,NON PRIORITAIRE
212,59,60,BRICOLAGE ET PETITS TRAVAUX,MENUISERIE,MENUISERIE,SERVICE DE MENUISERIE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MENUISERIE,NON PRIORITAIRE,NON PRIORITAIRE
213,63,64,BRICOLAGE ET PETITS TRAVAUX,PLOMBERIE,PLOMBERIE,SERVICE DE PLOMBERIE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN PLOMBERIE,NON PRIORITAIRE,NON PRIORITAIRE
214,70,71,BRICOLAGE ET PETITS TRAVAUX,REPARATION DE CIRCUITS SIMPLES,REPARATION DE CIRCUITS SIMPLES,SERVICE DE REPARATION DE CIRCUITS SIMPLES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN REPARATION DE CIRCUITS SIMPLES,NON PRIORITAIRE,NON PRIORITAIRE
215,64,65,BRICOLAGE ET PETITS TRAVAUX,REPARATION DE FUITES,REPARATION DE FUITES,SERVICE DE REPARATION DE FUITES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN REPARATION DE FUITES,NON PRIORITAIRE,NON PRIORITAIRE
216,149,150,BRICOLAGE ET PETITS TRAVAUX,REPARATION DE MATERIEL INFORMATIQUE,REPARATION DE MATERIEL INFORMATIQUE,SERVICE DE REPARATION DE MATERIEL INFORMATIQUE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN REPARATION DE MATERIEL INFORMATIQUE,PRIORITAIRE,PRIORITAIRE
217,62,63,BRICOLAGE ET PETITS TRAVAUX,REPARATION DE MEUBLES,REPARATION DE MEUBLES,SERVICE DE REPARATION DE MEUBLES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN REPARATION DE MEUBLES,NON PRIORITAIRE,NON PRIORITAIRE
218,82,83,BRICOLAGE ET PETITS TRAVAUX,MAINTENANCE ET REPARATION,MAINTENANCE ET REPARATION,SERVICE DE MAINTENANCE ET REPARATION PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MAINTENANCE ET REPARATION,NON PRIORITAIRE,NON PRIORITAIRE
219,242,243,FETES ET EVENEMENTS,DJ,DJ,SERVICE DE DJ PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DJ,NON PRIORITAIRE,NON PRIORITAIRE
220,231,232,FETES ET EVENEMENTS,DJ MC ANIMATEURIMAGES,DJ MC ANIMATEURIMAGES,SERVICE DE DJ MC ANIMATEURIMAGES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DJ MC ANIMATEURIMAGES,NON PRIORITAIRE,NON PRIORITAIRE
221,266,267,FETES ET EVENEMENTS,DECORATION D'INTERIEUR,DECORATION D'INTERIEUR,SERVICE DE DECORATION D'INTERIEUR PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DECORATION D'INTERIEUR,NON PRIORITAIRE,NON PRIORITAIRE
222,229,230,FETES ET EVENEMENTS,DECORATION D'EVENEMENT,DECORATION D'EVENEMENT,SERVICE DE DECORATION D'EVENEMENT PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DECORATION D'EVENEMENT,NON PRIORITAIRE,NON PRIORITAIRE
223,232,233,FETES ET EVENEMENTS,EVENEMENT CORPORATE,EVENEMENT CORPORATE,SERVICE DE EVENEMENT CORPORATE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN EVENEMENT CORPORATE,NON PRIORITAIRE,NON PRIORITAIRE
224,233,234,FETES ET EVENEMENTS,EVENEMENT PRIVE,EVENEMENT PRIVE,SERVICE DE EVENEMENT PRIVE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN EVENEMENT PRIVE,NON PRIORITAIRE,NON PRIORITAIRE
225,234,235,FETES ET EVENEMENTS,EVENEMENT PUBLIC,EVENEMENT PUBLIC,SERVICE DE EVENEMENT PUBLIC PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN EVENEMENT PUBLIC,NON PRIORITAIRE,NON PRIORITAIRE
226,243,244,FETES ET EVENEMENTS,MC,MC,SERVICE DE MC PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MC,NON PRIORITAIRE,NON PRIORITAIRE
227,235,236,FETES ET EVENEMENTS,PHOTOGRAPHE POUR EVENEMENTS,PHOTOGRAPHE POUR EVENEMENTS,SERVICE DE PHOTOGRAPHE POUR EVENEMENTS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN PHOTOGRAPHE POUR EVENEMENTS,NON PRIORITAIRE,NON PRIORITAIRE
229,244,245,FETES ET EVENEMENTS,SERVICES TRAITEUR,SERVICES TRAITEUR,SERVICE DE SERVICES TRAITEUR PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SERVICES TRAITEUR,NON PRIORITAIRE,NON PRIORITAIRE
230,222,223,FETES ET EVENEMENTS,TRAITEUR,TRAITEUR,SERVICE DE TRAITEUR PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRAITEUR,NON PRIORITAIRE,NON PRIORITAIRE
231,107,108,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,ACCOMPAGNEMENT AUX ACTIVITES EXTRASCOLAIRES,ACCOMPAGNEMENT AUX ACTIVITES EXTRASCOLAIRES,SERVICE DE ACCOMPAGNEMENT AUX ACTIVITES EXTRASCOLAIRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ACCOMPAGNEMENT AUX ACTIVITES EXTRASCOLAIRES,PRIORITAIRE,NON PRIORITAIRE
232,96,97,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,ACTIVITES LUDIQUES ET EDUCATIVES,ACTIVITES LUDIQUES ET EDUCATIVES,SERVICE DE ACTIVITES LUDIQUES ET EDUCATIVES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ACTIVITES LUDIQUES ET EDUCATIVES,PRIORITAIRE,NON PRIORITAIRE
233,98,99,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,ASSISTANCE AUX DEVOIRS,ASSISTANCE AUX DEVOIRS,SERVICE DE ASSISTANCE AUX DEVOIRS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ASSISTANCE AUX DEVOIRS,PRIORITAIRE,PRIORITAIRE
234,94,95,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,BABY-SITTING,BABY-SITTING,SERVICE DE BABY-SITTING PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN BABY-SITTING,PRIORITAIRE,NON PRIORITAIRE
235,99,100,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,COURS DE RENFORCEMENT A DOMICILE,COURS DE RENFORCEMENT A DOMICILE,SERVICE DE COURS DE RENFORCEMENT À DOMICILE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN COURS DE RENFORCEMENT À DOMICILE,PRIORITAIRE,NON PRIORITAIRE
236,92,93,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,SERVICE DE GARDE D'ENFANTS ET SOUTIEN SCOLAIRE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,PRIORITAIRE,PRIORITAIRE
237,95,96,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,GARDE PONCTUELLE OU REGULIERE,GARDE PONCTUELLE OU REGULIERE,SERVICE DE GARDE PONCTUELLE OU REGULIERE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN GARDE PONCTUELLE OU REGULIERE,PRIORITAIRE,PRIORITAIRE
238,106,107,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,GARDE PERISCOLAIRE,GARDE PERISCOLAIRE,SERVICE DE GARDE PERISCOLAIRE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN GARDE PERISCOLAIRE,PRIORITAIRE,PRIORITAIRE
239,281,282,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,INFORMATIONS SUR LES DROITS ET DEVOIRS,INFORMATIONS SUR LES DROITS ET DEVOIRS,SERVICE DE INFORMATIONS SUR LES DROITS ET DEVOIRS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INFORMATIONS SUR LES DROITS ET DEVOIRS,PRIORITAIRE,NON PRIORITAIRE
240,93,94,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,JE DELEGUE LA GARDE ETOU L'ACCOMPAGNEMENT DE MES ENFANTS,JE DELEGUE LA GARDE ETOU L'ACCOMPAGNEMENT DE MES ENFANTS,SERVICE DE JE DELEGUE LA GARDE ETOU L'ACCOMPAGNEMENT DE MES ENFANTS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN JE DELEGUE LA GARDE ETOU L'ACCOMPAGNEMENT DE MES ENFANTS,PRIORITAIRE,PRIORITAIRE
241,101,102,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,LECTURE SUIVIE,LECTURE SUIVIE,SERVICE DE LECTURE SUIVIE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN LECTURE SUIVIE,PRIORITAIRE,NON PRIORITAIRE
242,109,110,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,ORGANISATION D'ACTIVITES APRES L'ECOLE,ORGANISATION D'ACTIVITES APRES L'ECOLE,SERVICE DE ORGANISATION D'ACTIVITES APRES L'ECOLE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ORGANISATION D'ACTIVITES APRES L'ECOLE,PRIORITAIRE,NON PRIORITAIRE
243,108,109,GARDE D'ENFANTS ET SOUTIEN SCOLAIRE,SURVEILLANCE DES DEVOIRS,SURVEILLANCE DES DEVOIRS,SERVICE DE SURVEILLANCE DES DEVOIRS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN SURVEILLANCE DES DEVOIRS,PRIORITAIRE,NON PRIORITAIRE
244,146,147,INFORMATIQUE ET TECH,CONFIGURATION DE NOUVEAUX APPAREILS,CONFIGURATION DE NOUVEAUX APPAREILS,SERVICE DE CONFIGURATION DE NOUVEAUX APPAREILS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN CONFIGURATION DE NOUVEAUX APPAREILS,PRIORITAIRE,NON PRIORITAIRE
245,153,154,INFORMATIQUE ET TECH,CONFIGURATION DE RESEAUX DOMESTIQUES,CONFIGURATION DE RESEAUX DOMESTIQUES,SERVICE DE CONFIGURATION DE RESEAUX DOMESTIQUES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN CONFIGURATION DE RESEAUX DOMESTIQUES,PRIORITAIRE,NON PRIORITAIRE
246,156,157,INFORMATIQUE ET TECH,DESIGN WEB,DESIGN WEB,SERVICE DE DESIGN WEB PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DESIGN WEB,PRIORITAIRE,NON PRIORITAIRE
247,154,155,INFORMATIQUE ET TECH,GRAPHISME ET CONCEPTION,GRAPHISME ET CONCEPTION,SERVICE DE GRAPHISME ET CONCEPTION PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN GRAPHISME ET CONCEPTION,PRIORITAIRE,NON PRIORITAIRE
248,143,144,INFORMATIQUE ET TECH,INFORMATIQUE ET TECH,INFORMATIQUE ET TECH,SERVICE DE INFORMATIQUE ET TECH PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INFORMATIQUE ET TECH,PRIORITAIRE,PRIORITAIRE
249,160,161,INFORMATIQUE ET TECH,INITIATION A L'INFORMATIQUE,INITIATION A L'INFORMATIQUE,SERVICE DE INITIATION À L'INFORMATIQUE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INITIATION À L'INFORMATIQUE,PRIORITAIRE,PRIORITAIRE
250,152,153,INFORMATIQUE ET TECH,INSTALLATION D'IMPRIMANTES ET SCANNERS,INSTALLATION D'IMPRIMANTES ET SCANNERS,SERVICE DE INSTALLATION D'IMPRIMANTES ET SCANNERS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION D'IMPRIMANTES ET SCANNERS,PRIORITAIRE,NON PRIORITAIRE
251,150,151,INFORMATIQUE ET TECH,INSTALLATION DE LOGICIELS ET MATERIEL,INSTALLATION DE LOGICIELS ET MATERIEL,SERVICE DE INSTALLATION DE LOGICIELS ET MATERIEL PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION DE LOGICIELS ET MATERIEL,PRIORITAIRE,NON PRIORITAIRE
252,69,70,INFORMATIQUE ET TECH,INSTALLATION DE LUMINAIRES,INSTALLATION DE LUMINAIRES,SERVICE DE INSTALLATION DE LUMINAIRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION DE LUMINAIRES,PRIORITAIRE,NON PRIORITAIRE
253,66,67,INFORMATIQUE ET TECH,INSTALLATION DE NOUVEAUX ROBINETS,INSTALLATION DE NOUVEAUX ROBINETS,SERVICE DE INSTALLATION DE NOUVEAUX ROBINETS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION DE NOUVEAUX ROBINETS,PRIORITAIRE,NON PRIORITAIRE
254,151,152,INFORMATIQUE ET TECH,INSTALLATION ET MISE A JOUR DE LOGICIELS,INSTALLATION ET MISE A JOUR DE LOGICIELS,SERVICE DE INSTALLATION ET MISE À JOUR DE LOGICIELS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION ET MISE À JOUR DE LOGICIELS,PRIORITAIRE,NON PRIORITAIRE
255,162,163,INFORMATIQUE ET TECH,UTILISATION SMARTPHONES TABLETTES,UTILISATION SMARTPHONES TABLETTES,SERVICE DE UTILISATION SMARTPHONES TABLETTES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN UTILISATION SMARTPHONES TABLETTES,PRIORITAIRE,NON PRIORITAIRE
256,168,169,INFORMATIQUE ET TECH,WEB DESIGNERS,WEB DESIGNERS,SERVICE DE WEB DESIGNERS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN WEB DESIGNERS,PRIORITAIRE,NON PRIORITAIRE
